from,to,const,,,,,,,,,,,,
% Hybrid vehicles (GWh / thousand cars),,,,,,,,,,,,,,
ggAZOR,GD11,0.000000022,,,,,,,,,,,,
ggAZOR,GD12,0.000000022,,,,,,,,,,,,
ggAZPA,GD03,0.000000022,,,,,,,,,,,,
ggAZPA,GD12,0.000000022,,,,,,,,,,,,
ggAZTX,GD02,0.000000022,,,,,,,,,,,,
ggAZTX,GD12,0.000000022,,,,,,,,,,,,
ggAZUT,GD11,0.000000022,,,,,,,,,,,,
ggAZUT,GD12,0.000000022,,,,,,,,,,,,
ggAZWA,GD11,0.000000022,,,,,,,,,,,,
ggAZWA,GD12,0.000000022,,,,,,,,,,,,
ggCACO,GD12,0.000000022,,,,,,,,,,,,
ggCACO,GD13,0.000000022,,,,,,,,,,,,
ggCAFL,GD08,0.000000022,,,,,,,,,,,,
ggCAFL,GD13,0.000000022,,,,,,,,,,,,
ggCAGA,GD09,0.000000022,,,,,,,,,,,,
ggCAGA,GD13,0.000000022,,,,,,,,,,,,
ggCAIL,GD04,0.000000022,,,,,,,,,,,,
ggCAIL,GD13,0.000000022,,,,,,,,,,,,
ggCAMA,GD07,0.000000022,,,,,,,,,,,,
ggCAMA,GD13,0.000000022,,,,,,,,,,,,
ggCAMD,GD01,0.000000022,,,,,,,,,,,,
ggCAMD,GD13,0.000000022,,,,,,,,,,,,
ggCAMI,GD01,0.000000022,,,,,,,,,,,,
ggCAMI,GD13,0.000000022,,,,,,,,,,,,
ggCAMN,GD05,0.000000022,,,,,,,,,,,,
ggCAMN,GD13,0.000000022,,,,,,,,,,,,
ggCANC,GD09,0.000000022,,,,,,,,,,,,
ggCANC,GD13,0.000000022,,,,,,,,,,,,
ggCANV,GD11,0.000000022,,,,,,,,,,,,
ggCANV,GD13,0.000000022,,,,,,,,,,,,
ggCANY,GD06,0.000000022,,,,,,,,,,,,
ggCANY,GD13,0.000000022,,,,,,,,,,,,
ggCAOR,GD11,0.000000022,,,,,,,,,,,,
ggCAOR,GD13,0.000000022,,,,,,,,,,,,
ggCAPA,GD03,0.000000022,,,,,,,,,,,,
ggCAPA,GD13,0.000000022,,,,,,,,,,,,
ggCATX,GD02,0.000000022,,,,,,,,,,,,
ggCATX,GD13,0.000000022,,,,,,,,,,,,
ggCAUT,GD11,0.000000022,,,,,,,,,,,,
ggCAUT,GD13,0.000000022,,,,,,,,,,,,
ggCAWA,GD11,0.000000022,,,,,,,,,,,,
ggCAWA,GD13,0.000000022,,,,,,,,,,,,
ggCOFL,GD08,0.000000022,,,,,,,,,,,,
ggCOFL,GD12,0.000000022,,,,,,,,,,,,
ggCOGA,GD09,0.000000022,,,,,,,,,,,,
ggCOGA,GD12,0.000000022,,,,,,,,,,,,
ggCOIL,GD04,0.000000022,,,,,,,,,,,,
ggCOIL,GD12,0.000000022,,,,,,,,,,,,
ggCOKS,GD10,0.000000022,,,,,,,,,,,,
ggCOKS,GD12,0.000000022,,,,,,,,,,,,
ggCOMA,GD07,0.000000022,,,,,,,,,,,,
ggCOMA,GD12,0.000000022,,,,,,,,,,,,
ggCOMD,GD01,0.000000022,,,,,,,,,,,,
ggCOMD,GD12,0.000000022,,,,,,,,,,,,
ggCOMI,GD01,0.000000022,,,,,,,,,,,,
ggCOMI,GD12,0.000000022,,,,,,,,,,,,
ggCOMN,GD05,0.000000022,,,,,,,,,,,,
ggCOMN,GD12,0.000000022,,,,,,,,,,,,
ggCONC,GD09,0.000000022,,,,,,,,,,,,
ggCONC,GD12,0.000000022,,,,,,,,,,,,
ggCONE,GD05,0.000000022,,,,,,,,,,,,
ggCONE,GD12,0.000000022,,,,,,,,,,,,
ggCONM,GD12,0.000000044,,,,,,,,,,,,
ggCONV,GD11,0.000000022,,,,,,,,,,,,
ggCONV,GD12,0.000000022,,,,,,,,,,,,
ggCONY,GD06,0.000000022,,,,,,,,,,,,
ggCONY,GD12,0.000000022,,,,,,,,,,,,
ggCOOR,GD11,0.000000022,,,,,,,,,,,,
ggCOOR,GD12,0.000000022,,,,,,,,,,,,
ggCOPA,GD03,0.000000022,,,,,,,,,,,,
ggCOPA,GD12,0.000000022,,,,,,,,,,,,
ggCOTX,GD02,0.000000022,,,,,,,,,,,,
ggCOTX,GD12,0.000000022,,,,,,,,,,,,
ggCOUT,GD11,0.000000022,,,,,,,,,,,,
ggCOUT,GD12,0.000000022,,,,,,,,,,,,
ggCOWA,GD11,0.000000022,,,,,,,,,,,,
ggCOWA,GD12,0.000000022,,,,,,,,,,,,
ggCOWY,GD12,0.000000044,,,,,,,,,,,,
ggCTMA,GD07,0.000000044,,,,,,,,,,,,
ggCTNY,GD06,0.000000022,,,,,,,,,,,,
ggCTNY,GD07,0.000000022,,,,,,,,,,,,
ggCTRI,GD07,0.000000044,,,,,,,,,,,,
ggDEMD,GD01,0.000000022,,,,,,,,,,,,
ggDEMD,GD03,0.000000022,,,,,,,,,,,,
ggDENJ,GD03,0.000000044,,,,,,,,,,,,
ggDEPA,GD03,0.000000044,,,,,,,,,,,,
ggFLGA,GD08,0.000000022,,,,,,,,,,,,
ggFLGA,GD09,0.000000022,,,,,,,,,,,,
ggFLIL,GD04,0.000000022,,,,,,,,,,,,
ggFLIL,GD08,0.000000022,,,,,,,,,,,,
ggFLMA,GD07,0.000000022,,,,,,,,,,,,
ggFLMA,GD08,0.000000022,,,,,,,,,,,,
ggFLMD,GD01,0.000000022,,,,,,,,,,,,
ggFLMD,GD08,0.000000022,,,,,,,,,,,,
ggFLMI,GD01,0.000000022,,,,,,,,,,,,
ggFLMI,GD08,0.000000022,,,,,,,,,,,,
ggFLMN,GD05,0.000000022,,,,,,,,,,,,
ggFLMN,GD08,0.000000022,,,,,,,,,,,,
ggFLNC,GD08,0.000000022,,,,,,,,,,,,
ggFLNC,GD09,0.000000022,,,,,,,,,,,,
ggFLNV,GD08,0.000000022,,,,,,,,,,,,
ggFLNV,GD11,0.000000022,,,,,,,,,,,,
ggFLNY,GD06,0.000000022,,,,,,,,,,,,
ggFLNY,GD08,0.000000022,,,,,,,,,,,,
ggFLOR,GD08,0.000000022,,,,,,,,,,,,
ggFLOR,GD11,0.000000022,,,,,,,,,,,,
ggFLPA,GD03,0.000000022,,,,,,,,,,,,
ggFLPA,GD08,0.000000022,,,,,,,,,,,,
ggFLTX,GD02,0.000000022,,,,,,,,,,,,
ggFLTX,GD08,0.000000022,,,,,,,,,,,,
ggFLUT,GD08,0.000000022,,,,,,,,,,,,
ggFLUT,GD11,0.000000022,,,,,,,,,,,,
ggFLWA,GD08,0.000000022,,,,,,,,,,,,
ggFLWA,GD11,0.000000022,,,,,,,,,,,,
ggGAIL,GD04,0.000000022,,,,,,,,,,,,
ggGAIL,GD09,0.000000022,,,,,,,,,,,,
ggGAMA,GD07,0.000000022,,,,,,,,,,,,
ggGAMA,GD09,0.000000022,,,,,,,,,,,,
ggGAMD,GD01,0.000000022,,,,,,,,,,,,
ggGAMD,GD09,0.000000022,,,,,,,,,,,,
ggGAMI,GD01,0.000000022,,,,,,,,,,,,
ggGAMI,GD09,0.000000022,,,,,,,,,,,,
ggGAMN,GD05,0.000000022,,,,,,,,,,,,
ggGAMN,GD09,0.000000022,,,,,,,,,,,,
ggGANC,GD09,0.000000044,,,,,,,,,,,,
ggGANV,GD09,0.000000022,,,,,,,,,,,,
ggGANV,GD11,0.000000022,,,,,,,,,,,,
ggGANY,GD06,0.000000022,,,,,,,,,,,,
ggGANY,GD09,0.000000022,,,,,,,,,,,,
ggGAOR,GD09,0.000000022,,,,,,,,,,,,
ggGAOR,GD11,0.000000022,,,,,,,,,,,,
ggGAPA,GD03,0.000000022,,,,,,,,,,,,
ggGAPA,GD09,0.000000022,,,,,,,,,,,,
ggGASC,GD09,0.000000044,,,,,,,,,,,,
ggGATN,GD09,0.000000044,,,,,,,,,,,,
ggGATX,GD02,0.000000022,,,,,,,,,,,,
ggGATX,GD09,0.000000022,,,,,,,,,,,,
ggGAUT,GD09,0.000000022,,,,,,,,,,,,
ggGAUT,GD11,0.000000022,,,,,,,,,,,,
ggGAWA,GD09,0.000000022,,,,,,,,,,,,
ggGAWA,GD11,0.000000022,,,,,,,,,,,,
ggIAIL,GD04,0.000000022,,,,,,,,,,,,
ggIAIL,GD05,0.000000022,,,,,,,,,,,,
ggIAMN,GD05,0.000000044,,,,,,,,,,,,
ggIAMO,GD05,0.000000022,,,,,,,,,,,,
ggIAMO,GD10,0.000000022,,,,,,,,,,,,
ggIANE,GD05,0.000000022,,,,,,,,,,,,
ggIASD,GD05,0.000000044,,,,,,,,,,,,
ggIAWI,GD04,0.000000022,,,,,,,,,,,,
ggIAWI,GD05,0.000000022,,,,,,,,,,,,
ggIDMT,GD11,0.000000044,,,,,,,,,,,,
ggIDOR,GD11,0.000000044,,,,,,,,,,,,
ggIDUT,GD11,0.000000044,,,,,,,,,,,,
ggIDWA,GD11,0.000000044,,,,,,,,,,,,
ggIDWY,GD11,0.000000022,,,,,,,,,,,,
ggIDWY,GD12,0.000000022,,,,,,,,,,,,
ggILIN,GD01,0.000000022,,,,,,,,,,,,
ggILIN,GD04,0.000000022,,,,,,,,,,,,
ggILKY,GD01,0.000000022,,,,,,,,,,,,
ggILKY,GD04,0.000000022,,,,,,,,,,,,
ggILMA,GD04,0.000000022,,,,,,,,,,,,
ggILMA,GD07,0.000000022,,,,,,,,,,,,
ggILMD,GD01,0.000000022,,,,,,,,,,,,
ggILMD,GD04,0.000000022,,,,,,,,,,,,
ggILMI,GD01,0.000000022,,,,,,,,,,,,
ggILMI,GD04,0.000000022,,,,,,,,,,,,
ggILMN,GD04,0.000000022,,,,,,,,,,,,
ggILMN,GD05,0.000000022,,,,,,,,,,,,
ggILMO,GD04,0.000000022,,,,,,,,,,,,
ggILMO,GD10,0.000000022,,,,,,,,,,,,
ggILNC,GD04,0.000000022,,,,,,,,,,,,
ggILNC,GD09,0.000000022,,,,,,,,,,,,
ggILNV,GD04,0.000000022,,,,,,,,,,,,
ggILNV,GD11,0.000000022,,,,,,,,,,,,
ggILNY,GD04,0.000000022,,,,,,,,,,,,
ggILNY,GD06,0.000000022,,,,,,,,,,,,
ggILOR,GD04,0.000000022,,,,,,,,,,,,
ggILOR,GD11,0.000000022,,,,,,,,,,,,
ggILPA,GD03,0.000000022,,,,,,,,,,,,
ggILPA,GD04,0.000000022,,,,,,,,,,,,
ggILTX,GD02,0.000000022,,,,,,,,,,,,
ggILTX,GD04,0.000000022,,,,,,,,,,,,
ggILUT,GD04,0.000000022,,,,,,,,,,,,
ggILUT,GD11,0.000000022,,,,,,,,,,,,
ggILWA,GD04,0.000000022,,,,,,,,,,,,
ggILWA,GD11,0.000000022,,,,,,,,,,,,
ggILWI,GD04,0.000000044,,,,,,,,,,,,
ggINKY,GD01,0.000000044,,,,,,,,,,,,
ggINMI,GD01,0.000000044,,,,,,,,,,,,
ggINOH,GD01,0.000000044,,,,,,,,,,,,
ggKSMO,GD10,0.000000044,,,,,,,,,,,,
ggKSNE,GD05,0.000000022,,,,,,,,,,,,
ggKSNE,GD10,0.000000022,,,,,,,,,,,,
ggKSOK,GD10,0.000000044,,,,,,,,,,,,
ggKYOH,GD01,0.000000044,,,,,,,,,,,,
ggKYTN,GD01,0.000000022,,,,,,,,,,,,
ggKYTN,GD09,0.000000022,,,,,,,,,,,,
ggKYWV,GD01,0.000000044,,,,,,,,,,,,
ggLAMS,GD09,0.000000022,,,,,,,,,,,,
ggLAMS,GD10,0.000000022,,,,,,,,,,,,
ggLATX,GD02,0.000000022,,,,,,,,,,,,
ggLATX,GD10,0.000000022,,,,,,,,,,,,
ggMAMD,GD01,0.000000022,,,,,,,,,,,,
ggMAMD,GD07,0.000000022,,,,,,,,,,,,
ggMAMI,GD01,0.000000022,,,,,,,,,,,,
ggMAMI,GD07,0.000000022,,,,,,,,,,,,
ggMAMN,GD05,0.000000022,,,,,,,,,,,,
ggMAMN,GD07,0.000000022,,,,,,,,,,,,
ggMANC,GD07,0.000000022,,,,,,,,,,,,
ggMANC,GD09,0.000000022,,,,,,,,,,,,
ggMANH,GD07,0.000000044,,,,,,,,,,,,
ggMANV,GD07,0.000000022,,,,,,,,,,,,
ggMANV,GD11,0.000000022,,,,,,,,,,,,
ggMANY,GD06,0.000000022,,,,,,,,,,,,
ggMANY,GD07,0.000000022,,,,,,,,,,,,
ggMAOR,GD07,0.000000022,,,,,,,,,,,,
ggMAOR,GD11,0.000000022,,,,,,,,,,,,
ggMAPA,GD03,0.000000022,,,,,,,,,,,,
ggMAPA,GD07,0.000000022,,,,,,,,,,,,
ggMATX,GD02,0.000000022,,,,,,,,,,,,
ggMATX,GD07,0.000000022,,,,,,,,,,,,
ggMAUT,GD07,0.000000022,,,,,,,,,,,,
ggMAUT,GD11,0.000000022,,,,,,,,,,,,
ggMAVT,GD07,0.000000044,,,,,,,,,,,,
ggMAWA,GD07,0.000000022,,,,,,,,,,,,
ggMAWA,GD11,0.000000022,,,,,,,,,,,,
ggMDMI,GD01,0.000000022,,,,,,,,,,,,
ggMDMN,GD01,0.000000022,,,,,,,,,,,,
ggMDMN,GD05,0.000000022,,,,,,,,,,,,
ggMDNC,GD01,0.000000022,,,,,,,,,,,,
ggMDNC,GD09,0.000000022,,,,,,,,,,,,
ggMDNV,GD01,0.000000022,,,,,,,,,,,,
ggMDNV,GD11,0.000000022,,,,,,,,,,,,
ggMDNY,GD01,0.000000022,,,,,,,,,,,,
ggMDNY,GD06,0.000000022,,,,,,,,,,,,
ggMDOR,GD01,0.000000022,,,,,,,,,,,,
ggMDOR,GD11,0.000000022,,,,,,,,,,,,
ggMDPA,GD01,0.000000022,,,,,,,,,,,,
ggMDPA,GD03,0.000000022,,,,,,,,,,,,
ggMDTX,GD01,0.000000022,,,,,,,,,,,,
ggMDTX,GD02,0.000000022,,,,,,,,,,,,
ggMDUT,GD01,0.000000022,,,,,,,,,,,,
ggMDUT,GD11,0.000000022,,,,,,,,,,,,
ggMDVA,GD01,0.000000022,,,,,,,,,,,,
ggMDVA,GD09,0.000000022,,,,,,,,,,,,
ggMDWA,GD01,0.000000022,,,,,,,,,,,,
ggMDWA,GD11,0.000000022,,,,,,,,,,,,
ggMDWV,GD01,0.000000022,,,,,,,,,,,,
ggMENH,GD07,0.000000044,,,,,,,,,,,,
ggMIMN,GD01,0.000000022,,,,,,,,,,,,
ggMIMN,GD05,0.000000022,,,,,,,,,,,,
ggMINC,GD01,0.000000022,,,,,,,,,,,,
ggMINC,GD09,0.000000022,,,,,,,,,,,,
ggMINV,GD01,0.000000022,,,,,,,,,,,,
ggMINV,GD11,0.000000022,,,,,,,,,,,,
ggMINY,GD01,0.000000022,,,,,,,,,,,,
ggMINY,GD06,0.000000022,,,,,,,,,,,,
ggMIOH,GD01,0.000000044,,,,,,,,,,,,
ggMIOR,GD01,0.000000022,,,,,,,,,,,,
ggMIOR,GD11,0.000000022,,,,,,,,,,,,
ggMIPA,GD01,0.000000022,,,,,,,,,,,,
ggMIPA,GD03,0.000000022,,,,,,,,,,,,
ggMITX,GD01,0.000000022,,,,,,,,,,,,
ggMITX,GD02,0.000000022,,,,,,,,,,,,
ggMIUT,GD01,0.000000022,,,,,,,,,,,,
ggMIUT,GD11,0.000000022,,,,,,,,,,,,
ggMIWA,GD01,0.000000022,,,,,,,,,,,,
ggMIWA,GD11,0.000000022,,,,,,,,,,,,
ggMIWI,GD01,0.000000022,,,,,,,,,,,,
ggMIWI,GD04,0.000000022,,,,,,,,,,,,
ggMNNC,GD05,0.000000022,,,,,,,,,,,,
ggMNNC,GD09,0.000000022,,,,,,,,,,,,
ggMNND,GD05,0.000000044,,,,,,,,,,,,
ggMNNV,GD05,0.000000022,,,,,,,,,,,,
ggMNNV,GD11,0.000000022,,,,,,,,,,,,
ggMNNY,GD05,0.000000022,,,,,,,,,,,,
ggMNNY,GD06,0.000000022,,,,,,,,,,,,
ggMNOR,GD05,0.000000022,,,,,,,,,,,,
ggMNOR,GD11,0.000000022,,,,,,,,,,,,
ggMNPA,GD03,0.000000022,,,,,,,,,,,,
ggMNPA,GD05,0.000000022,,,,,,,,,,,,
ggMNSD,GD05,0.000000044,,,,,,,,,,,,
ggMNTX,GD02,0.000000022,,,,,,,,,,,,
ggMNTX,GD05,0.000000022,,,,,,,,,,,,
ggMNUT,GD05,0.000000022,,,,,,,,,,,,
ggMNUT,GD11,0.000000022,,,,,,,,,,,,
ggMNWA,GD05,0.000000022,,,,,,,,,,,,
ggMNWA,GD11,0.000000022,,,,,,,,,,,,
ggMNWI,GD04,0.000000022,,,,,,,,,,,,
ggMNWI,GD05,0.000000022,,,,,,,,,,,,
ggMOOK,GD10,0.000000044,,,,,,,,,,,,
ggMOTN,GD09,0.000000022,,,,,,,,,,,,
ggMOTN,GD10,0.000000022,,,,,,,,,,,,
ggMSTN,GD09,0.000000044,,,,,,,,,,,,
ggMTND,GD05,0.000000022,,,,,,,,,,,,
ggMTND,GD11,0.000000022,,,,,,,,,,,,
ggMTWY,GD11,0.000000022,,,,,,,,,,,,
ggMTWY,GD12,0.000000022,,,,,,,,,,,,
ggNCNV,GD09,0.000000022,,,,,,,,,,,,
ggNCNV,GD11,0.000000022,,,,,,,,,,,,
ggNCNY,GD06,0.000000022,,,,,,,,,,,,
ggNCNY,GD09,0.000000022,,,,,,,,,,,,
ggNCOR,GD09,0.000000022,,,,,,,,,,,,
ggNCOR,GD11,0.000000022,,,,,,,,,,,,
ggNCPA,GD03,0.000000022,,,,,,,,,,,,
ggNCPA,GD09,0.000000022,,,,,,,,,,,,
ggNCSC,GD09,0.000000044,,,,,,,,,,,,
ggNCTN,GD09,0.000000044,,,,,,,,,,,,
ggNCTX,GD02,0.000000022,,,,,,,,,,,,
ggNCTX,GD09,0.000000022,,,,,,,,,,,,
ggNCUT,GD09,0.000000022,,,,,,,,,,,,
ggNCUT,GD11,0.000000022,,,,,,,,,,,,
ggNCVA,GD09,0.000000044,,,,,,,,,,,,
ggNCWA,GD09,0.000000022,,,,,,,,,,,,
ggNCWA,GD11,0.000000022,,,,,,,,,,,,
ggNDSD,GD05,0.000000044,,,,,,,,,,,,
ggNESD,GD05,0.000000022,,,,,,,,,,,,
ggNEWY,GD05,0.000000022,,,,,,,,,,,,
ggNEWY,GD12,0.000000022,,,,,,,,,,,,
ggNHVT,GD07,0.000000044,,,,,,,,,,,,
ggNJNY,GD03,0.000000022,,,,,,,,,,,,
ggNJNY,GD06,0.000000022,,,,,,,,,,,,
ggNJPA,GD03,0.000000044,,,,,,,,,,,,
ggNMTX,GD02,0.000000022,,,,,,,,,,,,
ggNMTX,GD12,0.000000022,,,,,,,,,,,,
ggNVNY,GD06,0.000000022,,,,,,,,,,,,
ggNVNY,GD11,0.000000022,,,,,,,,,,,,
ggNVOR,GD11,0.000000044,,,,,,,,,,,,
ggNVPA,GD03,0.000000022,,,,,,,,,,,,
ggNVPA,GD11,0.000000022,,,,,,,,,,,,
ggNVTX,GD02,0.000000022,,,,,,,,,,,,
ggNVTX,GD11,0.000000022,,,,,,,,,,,,
ggNVUT,GD11,0.000000044,,,,,,,,,,,,
ggNVWA,GD11,0.000000044,,,,,,,,,,,,
ggNYOR,GD06,0.000000022,,,,,,,,,,,,
ggNYOR,GD11,0.000000022,,,,,,,,,,,,
ggNYPA,GD03,0.000000022,,,,,,,,,,,,
ggNYPA,GD06,0.000000022,,,,,,,,,,,,
ggNYTX,GD02,0.000000022,,,,,,,,,,,,
ggNYTX,GD06,0.000000022,,,,,,,,,,,,
ggNYUT,GD06,0.000000022,,,,,,,,,,,,
ggNYUT,GD11,0.000000022,,,,,,,,,,,,
ggNYVT,GD06,0.000000022,,,,,,,,,,,,
ggNYVT,GD07,0.000000022,,,,,,,,,,,,
ggNYWA,GD06,0.000000022,,,,,,,,,,,,
ggNYWA,GD11,0.000000022,,,,,,,,,,,,
ggOHPA,GD01,0.000000022,,,,,,,,,,,,
ggOHPA,GD03,0.000000022,,,,,,,,,,,,
ggOHWV,GD01,0.000000044,,,,,,,,,,,,
ggOKTX,GD02,0.000000022,,,,,,,,,,,,
ggOKTX,GD10,0.000000022,,,,,,,,,,,,
ggORPA,GD03,0.000000022,,,,,,,,,,,,
ggORPA,GD11,0.000000022,,,,,,,,,,,,
ggORTX,GD02,0.000000022,,,,,,,,,,,,
ggORTX,GD11,0.000000022,,,,,,,,,,,,
ggORUT,GD11,0.000000044,,,,,,,,,,,,
ggORWA,GD11,0.000000044,,,,,,,,,,,,
ggPATX,GD02,0.000000022,,,,,,,,,,,,
ggPATX,GD03,0.000000022,,,,,,,,,,,,
ggPAUT,GD03,0.000000022,,,,,,,,,,,,
ggPAUT,GD11,0.000000022,,,,,,,,,,,,
ggPAWA,GD03,0.000000022,,,,,,,,,,,,
ggPAWA,GD11,0.000000022,,,,,,,,,,,,
ggPAWV,GD01,0.000000022,,,,,,,,,,,,
ggPAWV,GD03,0.000000022,,,,,,,,,,,,
ggSDWY,GD05,0.000000022,,,,,,,,,,,,
ggSDWY,GD12,0.000000022,,,,,,,,,,,,
ggTNVA,GD09,0.000000044,,,,,,,,,,,,
ggTXUT,GD02,0.000000022,,,,,,,,,,,,
ggTXUT,GD11,0.000000022,,,,,,,,,,,,
ggTXWA,GD02,0.000000022,,,,,,,,,,,,
ggTXWA,GD11,0.000000022,,,,,,,,,,,,
ggUTWA,GD11,0.000000044,,,,,,,,,,,,
ggUTWY,GD11,0.000000022,,,,,,,,,,,,
ggUTWY,GD12,0.000000022,,,,,,,,,,,,
ggVAWV,GD01,0.000000022,,,,,,,,,,,,
ggVAWV,GD09,0.000000022,,,,,,,,,,,,
ggFLAL,GD09,0.000000022,,,,,,,,,,,,
ggFLAL,GD08,0.000000022,,,,,,,,,,,,
ggGAAL,GD09,0.000000044,,,,,,,,,,,,
ggMSAL,GD09,0.000000044,,,,,,,,,,,,
ggTNAL,GD09,0.000000044,,,,,,,,,,,,
ggLAAR,GD10,0.000000044,,,,,,,,,,,,
ggMOAR,GD10,0.000000044,,,,,,,,,,,,
ggOKAR,GD10,0.000000044,,,,,,,,,,,,
ggTNAR,GD10,0.000000022,,,,,,,,,,,,
ggTNAR,GD09,0.000000022,,,,,,,,,,,,
ggTXAR,GD10,0.000000022,,,,,,,,,,,,
ggTXAR,GD02,0.000000022,,,,,,,,,,,,
ggCAAZ,GD13,0.000000022,,,,,,,,,,,,
ggCAAZ,GD12,0.000000022,,,,,,,,,,,,
ggCOAZ,GD12,0.000000044,,,,,,,,,,,,
ggFLAZ,GD12,0.000000022,,,,,,,,,,,,
ggFLAZ,GD08,0.000000022,,,,,,,,,,,,
ggGAAZ,GD12,0.000000022,,,,,,,,,,,,
ggGAAZ,GD09,0.000000022,,,,,,,,,,,,
ggILAZ,GD12,0.000000022,,,,,,,,,,,,
ggILAZ,GD04,0.000000022,,,,,,,,,,,,
ggMAAZ,GD12,0.000000022,,,,,,,,,,,,
ggMAAZ,GD07,0.000000022,,,,,,,,,,,,
ggMDAZ,GD12,0.000000022,,,,,,,,,,,,
ggMDAZ,GD01,0.000000022,,,,,,,,,,,,
ggMIAZ,GD12,0.000000022,,,,,,,,,,,,
ggMIAZ,GD01,0.000000022,,,,,,,,,,,,
ggMNAZ,GD12,0.000000022,,,,,,,,,,,,
ggMNAZ,GD05,0.000000022,,,,,,,,,,,,
ggNCAZ,GD12,0.000000022,,,,,,,,,,,,
ggNCAZ,GD09,0.000000022,,,,,,,,,,,,
ggNMAZ,GD12,0.000000044,,,,,,,,,,,,
ggNVAZ,GD12,0.000000022,,,,,,,,,,,,
ggNVAZ,GD11,0.000000022,,,,,,,,,,,,
ggNYAZ,GD12,0.000000022,,,,,,,,,,,,
ggNYAZ,GD06,0.000000022,,,,,,,,,,,,
ggORAZ,GD12,0.000000022,,,,,,,,,,,,
ggORAZ,GD11,0.000000022,,,,,,,,,,,,
ggPAAZ,GD12,0.000000022,,,,,,,,,,,,
ggPAAZ,GD03,0.000000022,,,,,,,,,,,,
ggTXAZ,GD12,0.000000022,,,,,,,,,,,,
ggTXAZ,GD02,0.000000022,,,,,,,,,,,,
ggUTAZ,GD12,0.000000022,,,,,,,,,,,,
ggUTAZ,GD11,0.000000022,,,,,,,,,,,,
ggWAAZ,GD12,0.000000022,,,,,,,,,,,,
ggWAAZ,GD11,0.000000022,,,,,,,,,,,,
ggCOCA,GD13,0.000000022,,,,,,,,,,,,
ggCOCA,GD12,0.000000022,,,,,,,,,,,,
ggFLCA,GD13,0.000000022,,,,,,,,,,,,
ggFLCA,GD08,0.000000022,,,,,,,,,,,,
ggGACA,GD13,0.000000022,,,,,,,,,,,,
ggGACA,GD09,0.000000022,,,,,,,,,,,,
ggILCA,GD13,0.000000022,,,,,,,,,,,,
ggILCA,GD04,0.000000022,,,,,,,,,,,,
ggMACA,GD13,0.000000022,,,,,,,,,,,,
ggMACA,GD07,0.000000022,,,,,,,,,,,,
ggMDCA,GD13,0.000000022,,,,,,,,,,,,
ggMDCA,GD01,0.000000022,,,,,,,,,,,,
ggMICA,GD13,0.000000022,,,,,,,,,,,,
ggMICA,GD01,0.000000022,,,,,,,,,,,,
ggMNCA,GD13,0.000000022,,,,,,,,,,,,
ggMNCA,GD05,0.000000022,,,,,,,,,,,,
ggNCCA,GD13,0.000000022,,,,,,,,,,,,
ggNCCA,GD09,0.000000022,,,,,,,,,,,,
ggNVCA,GD13,0.000000022,,,,,,,,,,,,
ggNVCA,GD11,0.000000022,,,,,,,,,,,,
ggNYCA,GD13,0.000000022,,,,,,,,,,,,
ggNYCA,GD06,0.000000022,,,,,,,,,,,,
ggORCA,GD13,0.000000022,,,,,,,,,,,,
ggORCA,GD11,0.000000022,,,,,,,,,,,,
ggPACA,GD13,0.000000022,,,,,,,,,,,,
ggPACA,GD03,0.000000022,,,,,,,,,,,,
ggTXCA,GD13,0.000000022,,,,,,,,,,,,
ggTXCA,GD02,0.000000022,,,,,,,,,,,,
ggUTCA,GD13,0.000000022,,,,,,,,,,,,
ggUTCA,GD11,0.000000022,,,,,,,,,,,,
ggWACA,GD13,0.000000022,,,,,,,,,,,,
ggWACA,GD11,0.000000022,,,,,,,,,,,,
ggFLCO,GD12,0.000000022,,,,,,,,,,,,
ggFLCO,GD08,0.000000022,,,,,,,,,,,,
ggGACO,GD12,0.000000022,,,,,,,,,,,,
ggGACO,GD09,0.000000022,,,,,,,,,,,,
ggILCO,GD12,0.000000022,,,,,,,,,,,,
ggILCO,GD04,0.000000022,,,,,,,,,,,,
ggKSCO,GD12,0.000000022,,,,,,,,,,,,
ggKSCO,GD10,0.000000022,,,,,,,,,,,,
ggMACO,GD12,0.000000022,,,,,,,,,,,,
ggMACO,GD07,0.000000022,,,,,,,,,,,,
ggMDCO,GD12,0.000000022,,,,,,,,,,,,
ggMDCO,GD01,0.000000022,,,,,,,,,,,,
ggMICO,GD12,0.000000022,,,,,,,,,,,,
ggMICO,GD01,0.000000022,,,,,,,,,,,,
ggMNCO,GD12,0.000000022,,,,,,,,,,,,
ggMNCO,GD05,0.000000022,,,,,,,,,,,,
ggNCCO,GD12,0.000000022,,,,,,,,,,,,
ggNCCO,GD09,0.000000022,,,,,,,,,,,,
ggNECO,GD12,0.000000022,,,,,,,,,,,,
ggNECO,GD05,0.000000022,,,,,,,,,,,,
ggNMCO,GD12,0.000000044,,,,,,,,,,,,
ggNVCO,GD12,0.000000022,,,,,,,,,,,,
ggNVCO,GD11,0.000000022,,,,,,,,,,,,
ggNYCO,GD12,0.000000022,,,,,,,,,,,,
ggNYCO,GD06,0.000000022,,,,,,,,,,,,
ggORCO,GD12,0.000000022,,,,,,,,,,,,
ggORCO,GD11,0.000000022,,,,,,,,,,,,
ggPACO,GD12,0.000000022,,,,,,,,,,,,
ggPACO,GD03,0.000000022,,,,,,,,,,,,
