code,const,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40
CP,X % Coal production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NP,X % Natural gas production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Natural gas demand (MMcf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TNCIL,,,,,,,,,,,,,,322554.0517,332230.6732,342197.5934,352463.5212,363037.4268,373928.5497,385146.4061,396700.7983,408601.8223,420859.8769,433485.6733,446490.2434,459884.9508,473681.4993,487891.9443,502528.7026,517604.5637,533132.7006,549126.6816,565600.482,582568.4965,600045.5514,618046.9179,636588.3255,655685.9752,675356.5545,695617.2511,716485.7687,737980.3417,760119.752,782923.3445,806411.0449,830603.3762,855521.4775,881187.1218,907622.7355,934851.4175,962896.9601,991783.8689,1021537.385
6TNCMA,,,,,,,,,,,,,,86875.5123,89481.77767,92166.231,94931.21793,97779.15447,100712.5291,103733.905,106845.9221,110051.2998,113352.8388,116753.4239,120256.0267,123863.7075,127579.6187,131407.0072,135349.2175,139409.694,143591.9848,147899.7444,152336.7367,156906.8388,161614.0439,166462.4653,171456.3392,176600.0294,181898.0303,187354.9712,192975.6203,198764.8889,204727.8356,210869.6707,217195.7608,223711.6336,230422.9826,237335.6721,244455.7423,251789.4145,259343.097,267123.3899,275137.0916
6TNCMD,,,,,,,,,,,,,,4111506.176,4234851.361,4361896.902,4492753.809,4627536.424,4766362.516,4909353.392,5056633.994,5208333.013,5364583.004,5525520.494,5691286.109,5862024.692,6037885.433,6219021.996,6405592.656,6597760.435,6795693.248,6999564.046,7209550.967,7425837.496,7648612.621,7878071,8114413.13,8357845.524,8608580.889,8866838.316,9132843.466,9406828.77,9689033.633,9979704.642,10279095.78,10587468.65,10905092.71,11232245.5,11569212.86,11916289.25,12273777.92,12641991.26,13021251
6TNCMI,,,,,,,,,,,,,,529882.5375,545779.0136,562152.384,579016.9555,596387.4642,614279.0881,632707.4608,651688.6846,671239.3451,691376.5255,712117.8212,733481.3559,755485.7966,778150.3705,801494.8816,825539.728,850305.9199,875815.0975,902089.5504,929152.2369,957026.804,985737.6081,1015309.736,1045769.028,1077142.099,1109456.362,1142740.053,1177022.255,1212332.922,1248702.91,1286163.997,1324748.917,1364491.385,1405426.126,1447588.91,1491016.577,1535747.075,1581819.487,1629274.072,1678152.294
6TNCMN,,,,,,,,,,,,,,75906.32653,78183.51633,80529.02182,82944.89247,85433.23924,87996.23642,90636.12351,93355.20722,96155.86344,99040.53934,102011.7555,105072.1082,108224.2714,111470.9996,114815.1296,118259.5834,121807.371,125461.5921,129225.4398,133102.203,137095.2691,141208.1272,145444.371,149807.7021,154301.9332,158930.9912,163698.9209,168609.8886,173668.1852,178878.2308,184244.5777,189771.915,195465.0725,201329.0247,207368.8954,213589.9623,219997.6611,226597.591,233395.5187,240397.3843
6TNCNV,,,,,,,,,,,,,,424575.6117,437312.88,450432.2664,463945.2344,477863.5914,492199.4992,506965.4842,522174.4487,537839.6821,553974.8726,570594.1188,587711.9423,605343.3006,623503.5996,642208.7076,661474.9689,681319.2179,701758.7945,722811.5583,744495.905,766830.7822,789835.7057,813530.7768,837936.7001,863074.8011,888967.0452,915636.0565,943105.1382,971398.2924,1000540.241,1030556.448,1061473.142,1093317.336,1126116.856,1159900.362,1194697.373,1230538.294,1267454.443,1305478.076,1344642.418
6TNCNY,,,,,,,,,,,,,,360691.3307,371512.0706,382657.4328,394137.1557,405961.2704,418140.1085,430684.3118,443604.8411,456912.9864,470620.376,484738.9872,499281.1569,514259.5916,529687.3793,545578.0007,561945.3407,578803.7009,596167.812,614052.8463,632474.4317,651448.6647,670992.1246,691121.8883,711855.545,733211.2113,755207.5477,777863.7741,801199.6873,825235.678,849992.7483,875492.5308,901757.3067,928810.0259,956674.3267,985374.5565,1014935.793,1045383.867,1076745.383,1109047.744,1142319.177
6TNCPA,,,,,,,,,,,,,,1397119.213,1439032.79,1482203.773,1526669.886,1572469.983,1619644.083,1668233.405,1718280.407,1769828.819,1822923.684,1877611.395,1933939.736,1991957.928,2051716.666,2113268.166,2176666.211,2241966.198,2309225.184,2378501.939,2449856.997,2523352.707,2599053.288,2677024.887,2757335.634,2840055.703,2925257.374,3013015.095,3103405.548,3196507.714,3292402.946,3391175.034,3492910.285,3597697.594,3705628.521,3816797.377,3931301.298,4049240.337,4170717.547,4295839.074,4424714.246
6TNCSC,,,,,,,,,,,,,,21643747.38,22293059.8,22961851.59,23650707.14,24360228.36,25091035.21,25843766.26,26619079.25,27417651.63,28240181.18,29087386.61,29960008.21,30858808.46,31784572.71,32738109.89,33720253.19,34731860.78,35773816.61,36847031.11,37952442.04,39091015.3,40263745.76,41471658.13,42715807.88,43997282.11,45317200.58,46676716.59,48077018.09,49519328.63,51004908.49,52535055.75,54111107.42,55734440.64,57406473.86,59128668.08,60902528.12,62729603.96,64611492.08,66549836.85,68546331.95
6TNCTN,,,,,,,,,,,,,,3416015.147,3518495.601,3624050.47,3732771.984,3844755.143,3960097.797,4078900.731,4201267.753,4327305.786,4457124.959,4590838.708,4728563.869,4870420.786,5016533.409,5167029.411,5322040.294,5481701.503,5646152.548,5815537.124,5990003.238,6169703.335,6354794.435,6545438.268,6741801.416,6944055.459,7152377.122,7366948.436,7587956.889,7815595.596,8050063.464,8291565.367,8540312.329,8796521.698,9060417.349,9332229.87,9612196.766,9900562.669,10197579.55,10503506.94,10818612.14
6TNCTX,,,,,,,,,,,,,,697445.0141,718368.3645,739919.4154,762116.9979,784980.5078,808529.9231,832785.8207,857769.3954,883502.4772,910007.5515,937307.7781,965427.0114,994389.8218,1024221.516,1054948.162,1086596.607,1119194.505,1152770.34,1187353.45,1222974.054,1259663.275,1297453.174,1336376.769,1376468.072,1417762.114,1460294.978,1504103.827,1549226.942,1595703.75,1643574.862,1692882.108,1743668.572,1795978.629,1849857.988,1905353.727,1962514.339,2021389.769,2082031.462,2144492.406,2208827.178
6TNCVA,,,,,,,,,,,,,,10791482.79,11115227.28,11448684.1,11792144.62,12145908.96,12510286.23,12885594.81,13272162.66,13670327.54,14080437.36,14502850.48,14937936,15386074.08,15847656.3,16323085.99,16812778.57,17317161.93,17836676.79,18371777.09,18922930.4,19490618.31,20075336.86,20677596.97,21297924.88,21936862.62,22594968.5,23272817.56,23971002.08,24690132.15,25430836.11,26193761.19,26979574.03,27788961.25,28622630.09,29481308.99,30365748.26,31276720.71,32215022.33,33181473,34176917.19
6TNCWA,,,,,,,,,,,,,,73709.66347,75920.95337,78198.58197,80544.53943,82960.87562,85449.70188,88013.19294,90653.58873,93373.19639,96174.39228,99059.62405,102031.4128,105092.3552,108245.1258,111492.4796,114837.254,118282.3716,121830.8427,125485.768,129250.3411,133127.8513,137121.6868,141235.3374,145472.3976,149836.5695,154331.6666,158961.6166,163730.4651,168642.379,173701.6504,178912.6999,184280.0809,189808.4833,195502.7378,201367.82,207408.8546,213631.1202,220040.0538,226641.2554,233440.4931
6TNJDE,,,,,,,,,,,,,,948935.4597,977403.5235,1006725.629,1036927.398,1068035.22,1100076.277,1133078.565,1167070.922,1202083.05,1238145.541,1275289.907,1313548.604,1352955.063,1393543.715,1435350.026,1478410.527,1522762.843,1568445.728,1615499.1,1663964.073,1713882.995,1765299.485,1818258.469,1872806.223,1928990.41,1986860.122,2046465.926,2107859.904,2171095.701,2236228.572,2303315.429,2372414.892,2443587.339,2516894.959,2592401.808,2670173.862,2750279.078,2832787.45,2917771.073,3005304.206
6TNJNY,,,,,,,,,,,,,,53608054.12,55216295.74,56872784.62,58578968.15,60336337.2,62146427.31,64010820.13,65931144.74,67909079.08,69946351.45,72044742,74206084.26,76432266.78,78725234.79,81086991.83,83519601.59,86025189.63,88605945.32,91264123.68,94002047.39,96822108.81,99726772.08,102718575.2,105800132.5,108974136.5,112243360.6,115610661.4,119078981.2,122651350.7,126330891.2,130120817.9,134024442.5,138045175.7,142186531,146452126.9,150845690.7,155371061.5,160032193.3,164833159.1,169778153.9
6TNJPA,,,,,,,,,,,,,,14590043.59,15027744.9,15478577.24,15942934.56,16421222.6,16913859.27,17421275.05,17943913.3,18482230.7,19036697.62,19607798.55,20196032.51,20801913.48,21425970.89,22068750.02,22730812.52,23412736.89,24115119,24838572.57,25583729.75,26351241.64,27141778.89,27956032.25,28794713.22,29658554.62,30548311.26,31464760.59,32408703.41,33380964.51,34382393.45,35413865.25,36476281.21,37570569.65,38697686.74,39858617.34,41054375.86,42286007.13,43554587.35,44861224.97,46207061.72
6TNYAZ,,,,,,,,,,,,,,65417.96258,67380.50145,69401.9165,71483.97399,73628.49321,75837.34801,78112.46845,80455.8425,82869.51778,85355.60331,87916.27141,90553.75955,93270.37234,96068.48351,98950.53801,101919.0542,104976.6258,108125.9246,111369.7023,114710.7934,118152.1172,121696.6807,125347.5811,129108.0085,132981.2488,136970.6862,141079.8068,145312.201,149671.5671,154161.7141,158786.5655,163550.1625,168456.6673,173510.3674,178715.6784,184077.1487,189599.4632,195287.4471,201146.0705,207180.4526
6TNYCA,,,,,,,,,,,,,,305235.4116,314392.4739,323824.2482,333538.9756,343545.1449,353851.4992,364467.0442,375401.0555,386663.0872,398262.9798,410210.8692,422517.1953,435192.7111,448248.4925,461695.9472,475546.8257,489813.2304,504507.6273,519642.8562,535232.1418,551289.1061,567827.7793,584862.6127,602408.491,620480.7458,639095.1682,658268.0232,678016.0639,698356.5458,719307.2422,740886.4594,763113.0532,786006.4448,809586.6382,833874.2373,858890.4644,884657.1784,911196.8937,938532.8005,966688.7845
6TNYCO,,,,,,,,,,,,,,219245.5189,225822.8845,232597.571,239575.4981,246762.7631,254165.646,261790.6153,269644.3338,277733.6638,286065.6737,294647.6439,303487.0733,312591.6854,321969.436,331628.5191,341577.3747,351824.6959,362379.4368,373250.8199,384448.3445,395981.7948,407861.2487,420097.0861,432699.9987,445680.9987,459051.4286,472822.9715,487007.6606,501617.8904,516666.4272,532166.42,548131.4126,564575.355,581512.6156,598957.9941,616926.7339,635434.5359,654497.572,674132.4991,694356.4741
6TNYCT,,,,,,,,,,,,,,1031903.067,1062860.159,1094745.963,1127588.342,1161415.993,1196258.472,1232146.227,1269110.613,1307183.932,1346399.45,1386791.433,1428395.176,1471247.031,1515384.442,1560845.976,1607671.355,1655901.496,1705578.54,1756745.897,1809448.274,1863731.722,1919643.673,1977232.984,2036549.973,2097646.472,2160575.867,2225393.143,2292154.937,2360919.585,2431747.172,2504699.588,2579840.575,2657235.793,2736952.866,2819061.452,2903633.296,2990742.295,3080464.564,3172878.5,3268064.855
6TNYFL,,,,,,,,,,,,,,783586.3313,807093.9213,831306.7389,856245.9411,881933.3193,908391.3189,935643.0584,963712.3502,992623.7207,1022402.432,1053074.505,1084666.74,1117206.743,1150722.945,1185244.633,1220801.972,1257426.031,1295148.812,1334003.277,1374023.375,1415244.076,1457701.399,1501432.441,1546475.414,1592869.676,1640655.767,1689875.44,1740571.703,1792788.854,1846572.519,1901969.695,1959028.786,2017799.649,2078333.639,2140683.648,2204904.157,2271051.282,2339182.821,2409358.305,2481639.054
6TNYGA,,,,,,,,,,,,,,34000.89845,35020.9254,36071.55317,37153.69976,38268.31075,39416.36008,40598.85088,41816.8164,43071.3209,44363.46052,45694.36434,47065.19527,48477.15113,49931.46566,51429.40963,52972.29192,54561.46068,56198.3045,57884.25363,59620.78124,61409.40468,63251.68682,65149.23742,67103.71455,69116.82598,71190.33076,73326.04069,75525.82191,77791.59656,80125.34446,82529.10479,85004.97794,87555.12728,90181.78109,92887.23453,95673.85156,98544.06711,101500.3891,104545.4008,107681.7628
6TNYIL,,,,,,,,,,,,,,598153.456,616098.0597,634581.0015,653618.4316,673226.9845,693423.794,714226.5079,735653.3031,757722.9022,780454.5892,803868.2269,827984.2737,852823.8019,878408.516,904760.7715,931903.5946,959860.7025,988656.5235,1018316.219,1048865.706,1080331.677,1112741.627,1146123.876,1180507.592,1215922.82,1252400.505,1289972.52,1328671.696,1368531.846,1409587.802,1451875.436,1495431.699,1540294.65,1586503.489,1634098.594,1683121.552,1733615.198,1785623.654,1839192.364,1894368.135
6TNYMA,,,,,,,,,,,,,,1394279.505,1436107.89,1479191.127,1523566.861,1569273.867,1616352.083,1664842.645,1714787.925,1766231.562,1819218.509,1873795.065,1930008.916,1987909.184,2047546.459,2108972.853,2172242.039,2237409.3,2304531.579,2373667.526,2444877.552,2518223.879,2593770.595,2671583.713,2751731.224,2834283.161,2919311.656,3006891.006,3097097.736,3190010.668,3285710.988,3384282.317,3485810.787,3590385.111,3698096.664,3809039.564,3923310.751,4041010.073,4162240.376,4287107.587,4415720.814
6TNYMD,,,,,,,,,,,,,,724956.8878,746705.5944,769106.7622,792179.9651,815945.364,840423.725,865636.4367,891605.5298,918353.6957,945904.3066,974281.4358,1003509.879,1033615.175,1064623.63,1096562.339,1129459.21,1163342.986,1198243.275,1234190.574,1271216.291,1309352.78,1348633.363,1389092.364,1430765.135,1473688.089,1517898.732,1563435.693,1610338.764,1658648.927,1708408.395,1759660.647,1812450.466,1866823.98,1922828.7,1980513.561,2039928.968,2101126.837,2164160.642,2229085.461,2295958.025
6TNYMI,,,,,,,,,,,,,,78908.60321,81275.8613,83714.13714,86225.56126,88812.3281,91476.69794,94220.99888,97047.62884,99959.05771,102957.8294,106046.5643,109227.9613,112504.8001,115879.9441,119356.3424,122937.0327,126625.1437,130423.898,134336.6149,138366.7134,142517.7148,146793.2462,151197.0436,155732.9549,160404.9436,165217.0919,170173.6046,175278.8128,180537.1771,185953.2924,191531.8912,197277.848,203196.1834,209292.0689,215570.831,222037.9559,228699.0946,235560.0674,242626.8694,249905.6755
6TNYMN,,,,,,,,,,,,,,36021.84506,37102.50041,38215.57543,39362.04269,40542.90397,41759.19109,43011.96682,44302.32583,45631.3956,47000.33747,48410.34759,49862.65802,51358.53776,52899.2939,54486.27271,56120.86089,57804.48672,59538.62132,61324.77996,63164.52336,65059.45906,67011.24283,69021.58012,71092.22752,73224.99435,75421.74418,77684.3965,80014.9284,82415.37625,84887.83754,87434.47266,90057.50684,92759.23205,95542.00901,98408.26928,101360.5174,104401.3329,107533.3729,110759.3741,114082.1553
6TNYNC,,,,,,,,,,,,,,246258.7895,253646.5531,261255.9497,269093.6282,277166.4371,285481.4302,294045.8731,302867.2493,311953.2668,321311.8648,330951.2207,340879.7573,351106.15,361639.3345,372488.5146,383663.17,395173.0651,407028.2571,419239.1048,431816.2779,444770.7663,458113.8893,471857.3059,486013.0251,500593.4159,515611.2183,531079.5549,547011.9415,563422.2998,580324.9688,597734.7178,615666.7594,634136.7622,653160.865,672755.691,692938.3617,713726.5126,735138.3079,757192.4572,779908.2309
6TNYNJ,,,,,,,,,,,,,,20932313.19,21560282.59,22207091.07,22873303.8,23559502.91,24266288,24994276.64,25744104.94,26516428.09,27311920.93,28131278.56,28975216.92,29844473.42,30739807.63,31662001.86,32611861.91,33590217.77,34597924.3,35635862.03,36704937.89,37806086.03,38940268.61,40108476.67,41311730.97,42551082.9,43827615.38,45142443.85,46496717.16,47891618.68,49328367.24,50808218.25,52332464.8,53902438.74,55519511.91,57185097.26,58900650.18,60667669.69,62487699.78,64362330.77,66293200.69
6TNYNV,,,,,,,,,,,,,,158534.4983,163290.5333,168189.2493,173234.9268,178431.9746,183784.9338,189298.4818,194977.4363,200826.7594,206851.5621,213057.109,219448.8223,226032.287,232813.2556,239797.6532,246991.5828,254401.3303,262033.3702,269894.3713,277991.2025,286330.9385,294920.8667,303768.4927,312881.5475,322267.9939,331936.0337,341894.1147,352150.9382,362715.4663,373596.9303,384804.8382,396348.9834,408239.4529,420486.6364,433101.2355,446094.2726,459477.1008,473261.4138,487459.2562,502083.0339
6TNYOR,,,,,,,,,,,,,,3848.702825,3964.163909,4083.088827,4205.581492,4331.748936,4461.701404,4595.552447,4733.41902,4875.42159,5021.684238,5172.334765,5327.504808,5487.329953,5651.949851,5821.508347,5996.153597,6176.038205,6361.319351,6552.158932,6748.7237,6951.185411,7159.720973,7374.512602,7595.74798,7823.62042,8058.329032,8300.078903,8549.08127,8805.553708,9069.72032,9341.811929,9622.066287,9910.728276,10208.05012,10514.29163,10829.72038,11154.61199,11489.25035,11833.92786,12188.94569
6TNYPA,,,,,,,,,,,,,,2607557.176,2685783.891,2766357.408,2849348.13,2934828.574,3022873.431,3113559.634,3206966.423,3303175.416,3402270.678,3504338.799,3609468.963,3717753.032,3829285.622,3944164.191,4062489.117,4184363.79,4309894.704,4439191.545,4572367.292,4709538.31,4850824.46,4996349.193,5146239.669,5300626.859,5459645.665,5623435.035,5792138.086,5965902.229,6144879.296,6329225.674,6519102.445,6714675.518,6916115.783,7123599.257,7337307.235,7557426.452,7784149.245,8017673.723,8258203.934
6TNYTX,,,,,,,,,,,,,,109819.5789,113114.1663,116507.5913,120002.819,123602.9036,127310.9907,131130.3204,135064.23,139116.1569,143289.6416,147588.3309,152015.9808,156576.4602,161273.754,166111.9666,171095.3256,176228.1854,181515.031,186960.4819,192569.2964,198346.3752,204296.7665,210425.6695,216738.4396,223240.5928,229937.8106,236835.9449,243941.0232,251259.2539,258797.0315,266560.9425,274557.7707,282794.5039,291278.339,300016.6892,309017.1898,318287.7055,327836.3367,337671.4268,347801.5696
6TNYUT,,,,,,,,,,,,,,10664.71291,10984.6543,11314.19393,11653.61975,12003.22834,12363.32519,12734.22495,13116.25169,13509.73925,13915.03142,14332.48237,14762.45684,15205.33054,15661.49046,16131.33517,16615.27523,17113.73348,17627.14549,18155.95985,18700.63865,19261.65781,19839.50754,20434.69277,21047.73355,21679.16556,22329.54052,22999.42674,23689.40954,24400.09183,25132.09458,25886.05742,26662.63914,27462.51832,28286.39387,29134.98568,30009.03525,30909.30631,31836.5855,32791.68307,33775.43356
6TNYVT,,,,,,,,,,,,,,169069.021,174141.0916,179365.3244,184746.2841,190288.6726,195997.3328,201877.2528,207933.5704,214171.5775,220596.7248,227214.6265,234031.0653,241051.9973,248283.5572,255732.0639,263404.0258,271306.1466,279445.331,287828.6909,296463.5517,305357.4582,314518.182,323953.7274,333672.3392,343682.5094,353992.9847,364612.7743,375551.1575,386817.6922,398422.223,410374.8897,422686.1363,435366.7204,448427.7221,461880.5537,475736.9703,490009.0794,504709.3518,519850.6324,535446.1513
6TNYWA,,,,,,,,,,,,,,3439.930746,3543.128669,3649.422529,3758.905205,3871.672361,3987.822532,4107.457208,4230.680924,4357.601351,4488.329392,4622.979274,4761.668652,4904.518712,5051.654273,5203.203901,5359.300018,5520.079019,5685.681389,5856.251831,6031.939386,6212.897567,6399.284494,6591.263029,6789.00092,6992.670948,7202.451076,7418.524608,7641.080347,7870.312757,8106.42214,8349.614804,8600.103248,8858.106346,9123.849536,9397.565022,9679.491973,9969.876732,10268.97303,10577.04222,10894.35349
6TOHIN,,,,,,,,,,,,,,10336222.33,10646309,10965698.27,11294669.22,11633509.29,11982514.57,12341990.01,12712249.71,13093617.2,13486425.72,13891018.49,14307749.04,14736981.51,15179090.96,15634463.69,16103497.6,16586602.53,17084200.6,17596726.62,18124628.42,18668367.27,19228418.29,19805270.84,20399428.96,21011411.83,21641754.19,22291006.81,22959737.02,23648529.13,24357985,25088724.55,25841386.29,26616627.88,27415126.71,28237580.52,29084707.93,29957249.17,30855966.64,31781645.64,32735095.01
6TOHKY,,,,,,,,,,,,,,6193422.387,6379225.059,6570601.811,6767719.865,6970751.461,7179874.005,7395270.225,7617128.331,7845642.181,8081011.447,8323441.79,8573145.044,8830339.395,9095249.577,9368107.064,9649150.276,9938624.785,10236783.53,10543887.03,10860203.65,11186009.75,11521590.05,11867237.75,12223254.88,12589952.53,12967651.1,13356680.64,13757381.06,14170102.49,14595205.56,15033061.73,15484053.58,15948575.19,16427032.44,16919843.42,17427438.72,17950261.88,18488769.74,19043432.83,19614735.81
6TOHMI,,,,,,,,,,,,,,16266518.75,16754514.31,17257149.74,17774864.23,18308110.16,18857353.47,19423074.07,20005766.29,20605939.28,21224117.46,21860840.98,22516666.21,23192166.2,23887931.19,24604569.12,25342706.19,26102987.38,26886077,27692659.31,28523439.09,29379142.26,30260516.53,31168332.03,32103381.99,33066483.45,34058477.95,35080232.29,36132639.26,37216618.44,38333116.99,39483110.5,40667603.81,41887631.93,43144260.89,44438588.71,45771746.37,47144898.77,48559245.73,50016023.1,51516503.79
6TOHPA,,,,,,,,,,,,,,8201779.699,8447833.09,8701268.082,8962306.125,9231175.309,9508110.568,9793353.885,10087154.5,10389769.14,10701462.21,11022506.08,11353181.26,11693776.7,12044590,12405927.7,12778105.53,13161448.69,13556292.16,13962980.92,14381870.35,14813326.46,15257726.25,15715458.04,16186921.78,16672529.43,17172705.32,17687886.48,18218523.07,18765078.76,19328031.13,19907872.06,20505108.22,21120261.47,21753869.31,22406485.39,23078679.95,23771040.35,24484171.56,25218696.71,25975257.61
6TOHWV,,,,,,,,,,,,,,29167662.96,30042692.85,30943973.63,31872292.84,32828461.63,33813315.47,34827714.94,35872546.39,36948722.78,38057184.46,39198900,40374866.99,41586113,42833696.39,44118707.29,45442268.51,46805536.56,48209702.66,49655993.74,51145673.55,52680043.76,54260445.07,55888258.42,57564906.17,59291853.36,61070608.96,62902727.23,64789809.04,66733503.32,68735508.42,70797573.67,72921500.88,75109145.9,77362420.28,79683292.89,82073791.68,84536005.43,87072085.59,89684248.16,92374775.6
6TOKAR,,,,,,,,,,,,,,2753071.327,2835663.467,2920733.371,3008355.372,3098606.033,3191564.214,3287311.14,3385930.475,3487508.389,3592133.64,3699897.65,3810894.579,3925221.417,4042978.059,4164267.401,4289195.423,4417871.285,4550407.424,4686919.647,4827527.236,4972353.053,5121523.645,5275169.354,5433424.435,5596427.168,5764319.983,5937249.582,6115367.07,6298828.082,6487792.924,6682426.712,6882899.514,7089386.499,7302068.094,7521130.137,7746764.041,7979166.962,8218541.971,8465098.23,8719051.177
6TOKKS,,,,,,,,,,,,,,613884.1357,632300.6597,651269.6795,670807.7699,690932.003,711659.9631,733009.762,755000.0549,777650.0565,800979.5582,825008.9449,849759.2133,875251.9897,901509.5494,928554.8359,956411.4809,985103.8254,1014656.94,1045096.648,1076449.548,1108743.034,1142005.325,1176265.485,1211553.45,1247900.053,1285337.055,1323897.166,1363614.081,1404522.504,1446658.179,1490057.924,1534759.662,1580802.452,1628226.525,1677073.321,1727385.521,1779207.086,1832583.299,1887560.798,1944187.622
6TOKMO,,,,,,,,,,,,,,4279594.678,4407982.519,4540221.994,4676428.654,4816721.514,4961223.159,5110059.854,5263361.649,5421262.499,5583900.374,5751417.385,5923959.907,6101678.704,6284729.065,6473270.937,6667469.065,6867493.137,7073517.931,7285723.469,7504295.173,7729424.028,7961306.749,8200145.952,8446150.33,8699534.84,8960520.885,9229336.512,9506216.607,9791403.106,10085145.2,10387699.55,10699330.54,11020310.46,11350919.77,11691447.36,12042190.79,12403456.51,12775560.2,13158827.01,13553591.82
6TOKTX,,,,,,,,,,,,,,5996702.747,6176603.829,6361901.944,6552759.002,6749341.773,6951822.026,7160376.687,7375187.987,7596443.627,7824336.936,8059067.044,8300839.055,8549864.227,8806360.153,9070550.958,9342667.487,9622947.511,9911635.937,10208985.01,10515254.57,10830712.2,11155633.57,11490302.58,11835011.65,12190062,12555763.86,12932436.78,13320409.88,13720022.18,14131622.84,14555571.53,14992238.67,15442005.83,15905266.01,16382423.99,16873896.71,17380113.61,17901517.02,18438562.53,18991719.41
6TORAZ,,,,,,,,,,,,,,278954.6936,287323.3344,295943.0344,304821.3255,313965.9652,323384.9442,333086.4925,343079.0873,353371.4599,363972.6037,374891.7818,386138.5353,397722.6913,409654.3721,421944.0033,434602.3233,447640.393,461069.6048,474901.693,489148.7438,503823.2061,518937.9023,534506.0393,550541.2205,567057.4571,584069.1808,601591.2563,619638.994,638228.1638,657375.0087,677096.259,697409.1467,718331.4211,739881.3638,762077.8047,784940.1388,808488.343,832742.9933,857725.2831,883457.0416
6TORCA,,,,,,,,,,,,,,1516271.554,1561759.701,1608612.492,1656870.867,1706576.993,1757774.303,1810507.532,1864822.758,1920767.44,1978390.464,2037742.178,2098874.443,2161840.676,2226695.896,2293496.773,2362301.677,2433170.727,2506165.849,2581350.824,2658791.349,2738555.089,2820711.742,2905333.094,2992493.087,3082267.88,3174735.916,3269977.994,3368077.333,3469119.653,3573193.243,3680389.04,3790800.711,3904524.733,4021660.475,4142310.289,4266579.598,4394576.986,4526414.295,4662206.724,4802072.926
6TORFL,,,,,,,,,,,,,,57639.47649,59368.66078,61149.72061,62984.21222,64873.73859,66819.95075,68824.54927,70889.28575,73015.96432,75206.44325,77462.63655,79786.51565,82180.11112,84645.51445,87184.87988,89800.42628,92494.43907,95269.27224,98127.35041,101071.1709,104103.306,107226.4052,110443.1974,113756.4933,117169.1881,120684.2637,124304.7917,128033.9354,131874.9535,135831.2021,139906.1381,144103.3223,148426.422,152879.2146,157465.591,162189.5588,167055.2455,172066.9029,177228.91,182545.7773
6TORGA,,,,,,,,,,,,,,42142.30537,43406.57453,44708.77177,46050.03492,47431.53597,48854.48205,50320.11651,51829.72001,53384.61161,54986.14996,56635.73445,58334.80649,60084.85068,61887.3962,63744.01809,65656.33863,67626.02879,69654.80965,71744.45394,73896.78756,76113.69119,78397.10193,80749.01498,83171.48543,85666.63,88236.6289,90883.72776,93610.2396,96418.54678,99311.10319,102290.4363,105359.1494,108519.9239,111775.5216,115128.7872,118582.6508,122140.1304,125804.3343,129578.4643,133465.8182
6TORID,,,,,,,,,,,,,,1672584.656,1722762.196,1774445.061,1827678.413,1882508.766,1938984.029,1997153.549,2057068.156,2118780.201,2182343.607,2247813.915,2315248.332,2384705.782,2456246.956,2529934.364,2605832.395,2684007.367,2764527.588,2847463.416,2932887.318,3020873.938,3111500.156,3204845.161,3300990.515,3400020.231,3502020.838,3607081.463,3715293.907,3826752.724,3941555.306,4059801.965,4181596.024,4307043.905,4436255.222,4569342.878,4706423.165,4847615.86,4993044.336,5142835.666,5297120.736
6TORMI,,,,,,,,,,,,,,124449.2312,128182.7082,132028.1894,135989.0351,140068.7061,144270.7673,148598.8903,153056.8571,157648.5628,162378.0196,167249.3602,172266.841,177434.8463,182757.8917,188240.6284,193887.8473,199704.4827,205695.6172,211866.4857,218222.4802,224769.1547,231512.2293,238457.5962,245611.3241,252979.6638,260569.0537,268386.1253,276437.7091,284730.8403,293272.7655,302070.9485,311133.077,320467.0693,330081.0814,339983.5138,350183.0192,360688.5098,371509.1651,382654.44,394134.0732
6TORNC,,,,,,,,,,,,,,46328.88926,47718.75594,49150.31862,50624.82817,52143.57302,53707.88021,55319.11662,56978.69011,58688.05082,60448.69234,62262.15311,64130.01771,66053.91824,68035.53578,70076.60186,72178.89991,74344.26691,76574.59492,78871.83277,81237.98775,83675.12738,86185.3812,88770.94264,91434.07092,94177.09305,97002.40584,99912.47801,102909.8524,105997.1479,109177.0624,112452.3742,115825.9455,119300.7238,122879.7455,126566.1379,130363.122,134274.0157,138302.2362,142451.3033,146724.8424
